,ID,Date,Primary Type,Year,Time Period,DateTime,Hour
1221446,10422315,02/05/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-02-05 18:00:00,18
1221827,10415890,02/16/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-02-16 00:01:00,0
1222068,22333,02/16/2016 09:05:00 AM,HOMICIDE,2016,AM,2016-02-16 09:05:00,9
1222069,22334,02/16/2016 08:25:00 PM,HOMICIDE,2016,PM,2016-02-16 20:25:00,20
1222073,22339,02/16/2016 12:15:00 PM,HOMICIDE,2016,PM,2016-02-16 12:15:00,12
1222079,10495768,03/01/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-03-01 18:00:00,18
1222087,22425,04/16/2016 02:11:00 AM,HOMICIDE,2016,AM,2016-04-16 02:11:00,2
1222374,10417120,02/17/2016 10:00:00 AM,SEX OFFENSE,2016,AM,2016-02-17 10:00:00,10
1222448,10417257,02/17/2016 08:35:00 PM,SEX OFFENSE,2016,PM,2016-02-17 20:35:00,20
1222742,22340,02/17/2016 08:25:00 PM,HOMICIDE,2016,PM,2016-02-17 20:25:00,20
1222878,10422894,01/28/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-01-28 09:00:00,9
1223470,10419263,02/18/2016 12:15:00 PM,SEX OFFENSE,2016,PM,2016-02-18 12:15:00,12
1223571,10424481,02/18/2016 11:30:00 PM,SEX OFFENSE,2016,PM,2016-02-18 23:30:00,23
1223626,22341,02/18/2016 09:10:00 AM,HOMICIDE,2016,AM,2016-02-18 09:10:00,9
1223691,22296,01/26/2016 06:31:00 PM,HOMICIDE,2016,PM,2016-01-26 18:31:00,18
1223972,10419813,02/19/2016 02:55:00 PM,SEX OFFENSE,2016,PM,2016-02-19 14:55:00,14
1224154,10420101,02/19/2016 06:00:00 AM,SEX OFFENSE,2016,AM,2016-02-19 06:00:00,6
1225204,10489229,04/17/2016 04:00:00 AM,SEX OFFENSE,2016,AM,2016-04-17 04:00:00,4
1225222,10429017,01/04/2016 08:00:00 AM,SEX OFFENSE,2016,AM,2016-01-04 08:00:00,8
1225229,22342,02/20/2016 12:20:00 AM,HOMICIDE,2016,AM,2016-02-20 00:20:00,0
1225230,22343,02/20/2016 02:57:00 PM,HOMICIDE,2016,PM,2016-02-20 14:57:00,14
1225231,22344,02/20/2016 06:27:00 PM,HOMICIDE,2016,PM,2016-02-20 18:27:00,18
1225283,10421060,02/21/2016 02:04:00 AM,SEX OFFENSE,2016,AM,2016-02-21 02:04:00,2
1225325,10421081,02/21/2016 03:50:00 AM,SEX OFFENSE,2016,AM,2016-02-21 03:50:00,3
1225790,10422314,02/21/2016 01:00:00 AM,SEX OFFENSE,2016,AM,2016-02-21 01:00:00,1
1225910,10427958,02/21/2016 12:09:00 PM,SEX OFFENSE,2016,PM,2016-02-21 12:09:00,12
1225948,22345,02/21/2016 03:21:00 AM,HOMICIDE,2016,AM,2016-02-21 03:21:00,3
1225949,22346,02/21/2016 10:26:00 AM,HOMICIDE,2016,AM,2016-02-21 10:26:00,10
1225981,10425501,02/17/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-02-17 18:00:00,18
1226753,10427315,02/22/2016 02:45:00 PM,SEX OFFENSE,2016,PM,2016-02-22 14:45:00,14
1226796,22347,02/22/2016 07:55:00 AM,HOMICIDE,2016,AM,2016-02-22 07:55:00,7
1226797,22348,02/22/2016 09:46:00 AM,HOMICIDE,2016,AM,2016-02-22 09:46:00,9
1227272,10424908,02/23/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-02-23 18:00:00,18
1227275,10424883,01/15/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-01-15 00:00:00,0
1227641,10425740,02/24/2016 12:20:00 PM,SEX OFFENSE,2016,PM,2016-02-24 12:20:00,12
1227815,10426108,02/24/2016 06:50:00 PM,SEX OFFENSE,2016,PM,2016-02-24 18:50:00,18
1227869,10426195,02/24/2016 09:00:00 PM,SEX OFFENSE,2016,PM,2016-02-24 21:00:00,21
1228081,22349,02/24/2016 07:52:00 AM,HOMICIDE,2016,AM,2016-02-24 07:52:00,7
1228082,22351,02/24/2016 07:35:00 PM,HOMICIDE,2016,PM,2016-02-24 19:35:00,19
1228083,22358,02/10/2016 07:00:00 AM,HOMICIDE,2016,AM,2016-02-10 07:00:00,7
1228084,22350,02/24/2016 06:30:00 PM,HOMICIDE,2016,PM,2016-02-24 18:30:00,18
1228096,10433491,02/24/2016 06:30:00 AM,SEX OFFENSE,2016,AM,2016-02-24 06:30:00,6
1228155,10431288,02/08/2016 09:08:00 PM,SEX OFFENSE,2016,PM,2016-02-08 21:08:00,21
1229452,10429641,02/26/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-02-26 09:00:00,9
1229462,22426,04/17/2016 01:45:00 AM,HOMICIDE,2016,AM,2016-04-17 01:45:00,1
1229560,10433063,02/26/2016 08:15:00 PM,SEX OFFENSE,2016,PM,2016-02-26 20:15:00,20
1229634,22353,02/26/2016 10:31:00 PM,HOMICIDE,2016,PM,2016-02-26 22:31:00,22
1229686,10493008,04/15/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-04-15 00:00:00,0
1230138,10429911,02/27/2016 11:05:00 PM,SEX OFFENSE,2016,PM,2016-02-27 23:05:00,23
1230405,22355,02/27/2016 04:11:00 PM,HOMICIDE,2016,PM,2016-02-27 16:11:00,16
1230647,10430352,02/28/2016 10:30:00 AM,SEX OFFENSE,2016,AM,2016-02-28 10:30:00,10
1230836,10430656,02/28/2016 09:45:00 PM,SEX OFFENSE,2016,PM,2016-02-28 21:45:00,21
1230938,10494706,04/06/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-04-06 00:00:00,0
1231116,10434557,02/28/2016 10:00:00 PM,SEX OFFENSE,2016,PM,2016-02-28 22:00:00,22
1231188,10436898,02/17/2016 02:30:00 PM,SEX OFFENSE,2016,PM,2016-02-17 14:30:00,14
1231196,10430675,02/29/2016 01:00:00 AM,SEX OFFENSE,2016,AM,2016-02-29 01:00:00,1
1231258,10436916,02/26/2016 04:15:00 PM,SEX OFFENSE,2016,PM,2016-02-26 16:15:00,16
1231430,10431709,02/29/2016 02:00:00 PM,SEX OFFENSE,2016,PM,2016-02-29 14:00:00,14
1231962,10432757,03/01/2016 10:10:00 AM,SEX OFFENSE,2016,AM,2016-03-01 10:10:00,10
1232085,10433161,03/01/2016 12:00:00 PM,SEX OFFENSE,2016,PM,2016-03-01 12:00:00,12
1232416,10439091,01/01/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:00:00,0
1232473,22357,03/01/2016 06:15:00 PM,HOMICIDE,2016,PM,2016-03-01 18:15:00,18
1232732,10434538,03/02/2016 07:15:00 AM,SEX OFFENSE,2016,AM,2016-03-02 07:15:00,7
1233083,10441152,03/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-03-01 00:01:00,0
1233093,22359,03/02/2016 02:10:00 PM,HOMICIDE,2016,PM,2016-03-02 14:10:00,14
1233094,22360,03/02/2016 04:38:00 PM,HOMICIDE,2016,PM,2016-03-02 16:38:00,16
1233095,22361,03/02/2016 07:48:00 PM,HOMICIDE,2016,PM,2016-03-02 19:48:00,19
1233440,10435596,03/03/2016 07:37:00 AM,SEX OFFENSE,2016,AM,2016-03-03 07:37:00,7
1233955,10420280,02/20/2016 08:05:00 AM,SEX OFFENSE,2016,AM,2016-02-20 08:05:00,8
1233958,10428676,01/14/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-01-14 00:00:00,0
1234472,10437866,03/04/2016 07:00:00 AM,SEX OFFENSE,2016,AM,2016-03-04 07:00:00,7
1234596,10443858,02/12/2016 01:30:00 PM,SEX OFFENSE,2016,PM,2016-02-12 13:30:00,13
1234614,22364,03/04/2016 11:23:00 PM,HOMICIDE,2016,PM,2016-03-04 23:23:00,23
1234617,22363,03/04/2016 02:01:00 AM,HOMICIDE,2016,AM,2016-03-04 02:01:00,2
1234669,10420351,02/20/2016 09:03:00 AM,SEX OFFENSE,2016,AM,2016-02-20 09:03:00,9
1236073,10441175,03/06/2016 10:15:00 PM,SEX OFFENSE,2016,PM,2016-03-06 22:15:00,22
1236198,10444022,02/14/2016 10:00:00 PM,SEX OFFENSE,2016,PM,2016-02-14 22:00:00,22
1236665,10439636,03/07/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-03-07 18:00:00,18
1236991,22365,03/07/2016 11:04:00 AM,HOMICIDE,2016,AM,2016-03-07 11:04:00,11
1237631,10443067,01/01/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:00:00,0
1237649,10444236,03/08/2016 08:15:00 AM,SEX OFFENSE,2016,AM,2016-03-08 08:15:00,8
1237727,22366,03/08/2016 08:41:00 PM,HOMICIDE,2016,PM,2016-03-08 20:41:00,20
1237755,10441221,03/09/2016 12:50:00 AM,SEX OFFENSE,2016,AM,2016-03-09 00:50:00,0
1238387,10449202,03/01/2016 01:00:00 PM,SEX OFFENSE,2016,PM,2016-03-01 13:00:00,13
1238414,22367,03/09/2016 12:40:00 AM,HOMICIDE,2016,AM,2016-03-09 00:40:00,0
1238427,22368,03/09/2016 06:37:00 PM,HOMICIDE,2016,PM,2016-03-09 18:37:00,18
1238428,22369,03/09/2016 09:34:00 PM,HOMICIDE,2016,PM,2016-03-09 21:34:00,21
1238739,10443842,03/10/2016 04:00:00 PM,SEX OFFENSE,2016,PM,2016-03-10 16:00:00,16
1238783,10443940,03/10/2016 04:45:00 PM,SEX OFFENSE,2016,PM,2016-03-10 16:45:00,16
1238806,10443968,03/10/2016 07:45:00 AM,SEX OFFENSE,2016,AM,2016-03-10 07:45:00,7
1239142,22370,03/10/2016 04:00:00 AM,HOMICIDE,2016,AM,2016-03-10 04:00:00,4
1239143,22371,03/10/2016 04:53:00 PM,HOMICIDE,2016,PM,2016-03-10 16:53:00,16
1239186,10444198,03/11/2016 12:30:00 AM,SEX OFFENSE,2016,AM,2016-03-11 00:30:00,0
1239202,10400268,01/29/2016 07:30:00 AM,SEX OFFENSE,2016,AM,2016-01-29 07:30:00,7
1239255,10444494,03/11/2016 07:35:00 AM,SEX OFFENSE,2016,AM,2016-03-11 07:35:00,7
1239555,10497523,03/26/2016 09:00:00 PM,SEX OFFENSE,2016,PM,2016-03-26 21:00:00,21
1239690,10445821,03/11/2016 11:00:00 PM,SEX OFFENSE,2016,PM,2016-03-11 23:00:00,23
1239868,22372,03/11/2016 09:19:00 AM,HOMICIDE,2016,AM,2016-03-11 09:19:00,9
1239869,22373,03/11/2016 05:45:00 PM,HOMICIDE,2016,PM,2016-03-11 17:45:00,17
1239870,22374,03/11/2016 09:46:00 PM,HOMICIDE,2016,PM,2016-03-11 21:46:00,21
1240237,10446070,03/12/2016 11:15:00 AM,SEX OFFENSE,2016,AM,2016-03-12 11:15:00,11
1240594,22375,03/12/2016 04:00:00 AM,HOMICIDE,2016,AM,2016-03-12 04:00:00,4
1240956,10447770,03/13/2016 03:00:00 PM,SEX OFFENSE,2016,PM,2016-03-13 15:00:00,15
1240957,10447821,03/13/2016 04:02:00 AM,SEX OFFENSE,2016,AM,2016-03-13 04:02:00,4
1241453,10446820,03/12/2016 09:00:00 PM,SEX OFFENSE,2016,PM,2016-03-12 21:00:00,21
1241470,10446844,03/13/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-03-13 09:00:00,9
1241533,10446933,03/04/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-03-04 09:00:00,9
1241619,22427,04/19/2016 02:40:00 AM,HOMICIDE,2016,AM,2016-04-19 02:40:00,2
1241645,22429,04/19/2016 10:01:00 AM,HOMICIDE,2016,AM,2016-04-19 10:01:00,10
1242228,22376,03/13/2016 08:05:00 PM,HOMICIDE,2016,PM,2016-03-13 20:05:00,20
1242252,10447731,03/14/2016 10:30:00 AM,SEX OFFENSE,2016,AM,2016-03-14 10:30:00,10
1242704,10450826,03/14/2016 11:00:00 PM,SEX OFFENSE,2016,PM,2016-03-14 23:00:00,23
1242710,10451061,03/14/2016 11:20:00 PM,SEX OFFENSE,2016,PM,2016-03-14 23:20:00,23
1242784,22377,03/14/2016 04:50:00 PM,HOMICIDE,2016,PM,2016-03-14 16:50:00,16
1243204,10449467,03/15/2016 09:00:00 PM,SEX OFFENSE,2016,PM,2016-03-15 21:00:00,21
1243368,10450450,03/15/2016 09:00:00 PM,SEX OFFENSE,2016,PM,2016-03-15 21:00:00,21
1243526,22378,03/15/2016 08:22:00 PM,HOMICIDE,2016,PM,2016-03-15 20:22:00,20
1243530,22379,03/15/2016 11:54:00 PM,HOMICIDE,2016,PM,2016-03-15 23:54:00,23
1243531,22380,03/15/2016 11:33:00 PM,HOMICIDE,2016,PM,2016-03-15 23:33:00,23
1243532,22382,03/15/2016 04:33:00 PM,HOMICIDE,2016,PM,2016-03-15 16:33:00,16
1244347,10455734,03/11/2016 05:28:00 PM,SEX OFFENSE,2016,PM,2016-03-11 17:28:00,17
1244432,10457015,03/07/2016 07:20:00 PM,SEX OFFENSE,2016,PM,2016-03-07 19:20:00,19
1245073,10455942,01/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:01:00,0
1245153,10459341,03/17/2016 09:50:00 AM,SEX OFFENSE,2016,AM,2016-03-17 09:50:00,9
1245158,10459438,02/01/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-02-01 09:00:00,9
1245171,22383,03/17/2016 07:51:00 PM,HOMICIDE,2016,PM,2016-03-17 19:51:00,19
1245935,10460781,01/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:01:00,0
1245968,22384,03/18/2016 01:52:00 PM,HOMICIDE,2016,PM,2016-03-18 13:52:00,13
1245970,22386,03/18/2016 01:46:00 AM,HOMICIDE,2016,AM,2016-03-18 01:46:00,1
1245980,22385,03/18/2016 05:51:00 PM,HOMICIDE,2016,PM,2016-03-18 17:51:00,17
1246411,10454523,03/19/2016 05:00:00 PM,SEX OFFENSE,2016,PM,2016-03-19 17:00:00,17
1247075,10455229,03/20/2016 06:45:00 PM,SEX OFFENSE,2016,PM,2016-03-20 18:45:00,18
1247391,22388,03/20/2016 03:21:00 PM,HOMICIDE,2016,PM,2016-03-20 15:21:00,15
1247767,10456350,03/21/2016 09:40:00 AM,SEX OFFENSE,2016,AM,2016-03-21 09:40:00,9
1247876,10456587,03/21/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-03-21 18:00:00,18
1248205,22389,03/21/2016 09:28:00 PM,HOMICIDE,2016,PM,2016-03-21 21:28:00,21
1248587,10458165,03/22/2016 12:30:00 PM,SEX OFFENSE,2016,PM,2016-03-22 12:30:00,12
1248916,10465186,01/01/2016 07:00:00 AM,SEX OFFENSE,2016,AM,2016-01-01 07:00:00,7
1248932,22390,03/22/2016 06:18:00 AM,HOMICIDE,2016,AM,2016-03-22 06:18:00,6
1248940,22391,03/22/2016 11:23:00 AM,HOMICIDE,2016,AM,2016-03-22 11:23:00,11
1248941,22397,02/22/2016 02:00:00 AM,HOMICIDE,2016,AM,2016-02-22 02:00:00,2
1249651,22392,03/23/2016 12:39:00 AM,HOMICIDE,2016,AM,2016-03-23 00:39:00,0
1249657,22394,03/23/2016 04:19:00 PM,HOMICIDE,2016,PM,2016-03-23 16:19:00,16
1249798,22393,03/23/2016 01:18:00 AM,HOMICIDE,2016,AM,2016-03-23 01:18:00,1
1249914,10499807,03/23/2016 11:15:00 AM,SEX OFFENSE,2016,AM,2016-03-23 11:15:00,11
1249944,10460595,03/24/2016 10:20:00 AM,SEX OFFENSE,2016,AM,2016-03-24 10:20:00,10
1250043,10460822,03/24/2016 03:31:00 PM,SEX OFFENSE,2016,PM,2016-03-24 15:31:00,15
1250423,22428,04/20/2016 11:34:00 PM,HOMICIDE,2016,PM,2016-04-20 23:34:00,23
1251891,22396,03/26/2016 02:28:00 PM,HOMICIDE,2016,PM,2016-03-26 14:28:00,14
1252542,10401264,02/02/2016 12:20:00 PM,SEX OFFENSE,2016,PM,2016-02-02 12:20:00,12
1252707,10468259,03/25/2016 08:00:00 PM,SEX OFFENSE,2016,PM,2016-03-25 20:00:00,20
1252986,10464911,03/28/2016 11:35:00 AM,SEX OFFENSE,2016,AM,2016-03-28 11:35:00,11
1253003,10464947,03/28/2016 10:00:00 AM,SEX OFFENSE,2016,AM,2016-03-28 10:00:00,10
1253251,10464790,01/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:01:00,0
1254065,10467247,03/29/2016 01:00:00 PM,SEX OFFENSE,2016,PM,2016-03-29 13:00:00,13
1254275,22398,03/29/2016 10:06:00 AM,HOMICIDE,2016,AM,2016-03-29 10:06:00,10
1254712,10468519,03/30/2016 08:30:00 PM,SEX OFFENSE,2016,PM,2016-03-30 20:30:00,20
1255025,22399,03/30/2016 02:02:00 AM,HOMICIDE,2016,AM,2016-03-30 02:02:00,2
1255026,22400,03/30/2016 05:50:00 PM,HOMICIDE,2016,PM,2016-03-30 17:50:00,17
1255206,10468658,03/31/2016 03:45:00 AM,SEX OFFENSE,2016,AM,2016-03-31 03:45:00,3
1255405,10469611,03/31/2016 01:30:00 PM,SEX OFFENSE,2016,PM,2016-03-31 13:30:00,13
1255666,10470026,03/31/2016 10:57:00 PM,SEX OFFENSE,2016,PM,2016-03-31 22:57:00,22
1255896,22402,03/31/2016 01:58:00 AM,HOMICIDE,2016,AM,2016-03-31 01:58:00,1
1255928,10470050,04/01/2016 01:20:00 AM,SEX OFFENSE,2016,AM,2016-04-01 01:20:00,1
1256592,22405,04/01/2016 04:50:00 PM,HOMICIDE,2016,PM,2016-04-01 16:50:00,16
1256639,10494249,04/21/2016 05:20:00 PM,SEX OFFENSE,2016,PM,2016-04-21 17:20:00,17
1257396,10472234,04/03/2016 09:55:00 AM,SEX OFFENSE,2016,AM,2016-04-03 09:55:00,9
1257675,10472719,04/03/2016 08:33:00 PM,SEX OFFENSE,2016,PM,2016-04-03 20:33:00,20
1257979,10437326,03/05/2016 02:15:00 AM,SEX OFFENSE,2016,AM,2016-03-05 02:15:00,2
1258062,10477672,03/16/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-03-16 00:00:00,0
1258722,10477002,04/04/2016 04:00:00 AM,SEX OFFENSE,2016,AM,2016-04-04 04:00:00,4
1258772,10481081,02/10/2016 03:00:00 PM,SEX OFFENSE,2016,PM,2016-02-10 15:00:00,15
1258778,10481320,04/02/2016 02:00:00 AM,SEX OFFENSE,2016,AM,2016-04-02 02:00:00,2
1259409,10494527,04/21/2016 09:10:00 PM,SEX OFFENSE,2016,PM,2016-04-21 21:10:00,21
1259472,22410,04/05/2016 07:58:00 PM,HOMICIDE,2016,PM,2016-04-05 19:58:00,19
1260127,10484049,04/01/2016 12:01:00 AM,SEX OFFENSE,2016,AM,2016-04-01 00:01:00,0
1260143,22411,04/06/2016 01:45:00 AM,HOMICIDE,2016,AM,2016-04-06 01:45:00,1
1260144,22412,04/06/2016 11:27:00 AM,HOMICIDE,2016,AM,2016-04-06 11:27:00,11
1260172,10480843,04/06/2016 04:00:00 PM,SEX OFFENSE,2016,PM,2016-04-06 16:00:00,16
1260927,22414,04/07/2016 04:02:00 PM,HOMICIDE,2016,PM,2016-04-07 16:02:00,16
1260930,22413,04/07/2016 02:52:00 AM,HOMICIDE,2016,AM,2016-04-07 02:52:00,2
1268071,10419400,01/01/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-01-01 00:00:00,0
1268093,10419705,01/11/2016 09:00:00 AM,SEX OFFENSE,2016,AM,2016-01-11 09:00:00,9
1268108,22325,02/13/2016 04:16:00 AM,HOMICIDE,2016,AM,2016-02-13 04:16:00,4
1268109,22326,02/13/2016 05:30:00 AM,HOMICIDE,2016,AM,2016-02-13 05:30:00,5
1268110,22327,02/13/2016 05:40:00 AM,HOMICIDE,2016,AM,2016-02-13 05:40:00,5
1268130,10413373,02/14/2016 02:10:00 AM,SEX OFFENSE,2016,AM,2016-02-14 02:10:00,2
1268436,10413922,02/14/2016 12:23:00 AM,SEX OFFENSE,2016,AM,2016-02-14 00:23:00,0
1268605,10495511,04/22/2016 03:50:00 PM,SEX OFFENSE,2016,PM,2016-04-22 15:50:00,15
1268609,10420473,01/10/2016 06:00:00 PM,SEX OFFENSE,2016,PM,2016-01-10 18:00:00,18
1268626,22328,02/14/2016 01:20:00 AM,HOMICIDE,2016,AM,2016-02-14 01:20:00,1
1268898,10420620,02/12/2016 08:20:00 AM,SEX OFFENSE,2016,AM,2016-02-12 08:20:00,8
1268900,22299,01/27/2016 02:00:00 PM,HOMICIDE,2016,PM,2016-01-27 14:00:00,14
1269140,10414565,02/15/2016 03:30:00 PM,SEX OFFENSE,2016,PM,2016-02-15 15:30:00,15
1269891,10497396,04/22/2016 01:00:00 PM,SEX OFFENSE,2016,PM,2016-04-22 13:00:00,13
1269969,10501911,02/01/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-02-01 00:00:00,0
1270052,22431,04/22/2016 06:17:00 AM,HOMICIDE,2016,AM,2016-04-22 06:17:00,6
1270585,10495953,04/23/2016 03:30:00 AM,SEX OFFENSE,2016,AM,2016-04-23 03:30:00,3
1270922,10496171,04/23/2016 11:35:00 AM,SEX OFFENSE,2016,AM,2016-04-23 11:35:00,11
1271425,22245,01/01/2016 02:37:00 AM,HOMICIDE,2016,AM,2016-01-01 02:37:00,2
1271428,22246,01/01/2016 07:20:00 AM,HOMICIDE,2016,AM,2016-01-01 07:20:00,7
1271430,22247,01/01/2016 10:48:00 PM,HOMICIDE,2016,PM,2016-01-01 22:48:00,22
1271433,22249,01/03/2016 01:17:00 PM,HOMICIDE,2016,PM,2016-01-03 13:17:00,13
1271434,22250,01/04/2016 08:58:00 AM,HOMICIDE,2016,AM,2016-01-04 08:58:00,8
1271436,22251,01/05/2016 01:52:00 AM,HOMICIDE,2016,AM,2016-01-05 01:52:00,1
1271437,22253,01/05/2016 09:57:00 PM,HOMICIDE,2016,PM,2016-01-05 21:57:00,21
1271439,22255,01/05/2016 04:31:00 PM,HOMICIDE,2016,PM,2016-01-05 16:31:00,16
1271440,22256,01/05/2016 04:28:00 PM,HOMICIDE,2016,PM,2016-01-05 16:28:00,16
1271444,22259,01/06/2016 05:27:00 AM,HOMICIDE,2016,AM,2016-01-06 05:27:00,5
1271446,22260,01/07/2016 01:14:00 AM,HOMICIDE,2016,AM,2016-01-07 01:14:00,1
1271448,22261,01/07/2016 10:57:00 PM,HOMICIDE,2016,PM,2016-01-07 22:57:00,22
1271449,22263,01/08/2016 09:02:00 PM,HOMICIDE,2016,PM,2016-01-08 21:02:00,21
1271450,22264,01/08/2016 10:07:00 PM,HOMICIDE,2016,PM,2016-01-08 22:07:00,22
1271453,22266,01/09/2016 01:00:00 AM,HOMICIDE,2016,AM,2016-01-09 01:00:00,1
1271455,22267,01/09/2016 05:35:00 PM,HOMICIDE,2016,PM,2016-01-09 17:35:00,17
1271456,22268,01/11/2016 09:39:00 PM,HOMICIDE,2016,PM,2016-01-11 21:39:00,21
1271457,22269,01/13/2016 10:05:00 AM,HOMICIDE,2016,AM,2016-01-13 10:05:00,10
1271458,22270,01/13/2016 01:58:00 PM,HOMICIDE,2016,PM,2016-01-13 13:58:00,13
1271459,22271,01/13/2016 02:53:00 PM,HOMICIDE,2016,PM,2016-01-13 14:53:00,14
1271460,22272,01/14/2016 06:21:00 PM,HOMICIDE,2016,PM,2016-01-14 18:21:00,18
1271461,22273,01/15/2016 06:08:00 AM,HOMICIDE,2016,AM,2016-01-15 06:08:00,6
1271462,22274,01/16/2016 11:16:00 AM,HOMICIDE,2016,AM,2016-01-16 11:16:00,11
1271463,22275,01/16/2016 11:48:00 AM,HOMICIDE,2016,AM,2016-01-16 11:48:00,11
1271465,22276,01/16/2016 08:35:00 PM,HOMICIDE,2016,PM,2016-01-16 20:35:00,20
1271466,22277,01/17/2016 07:00:00 PM,HOMICIDE,2016,PM,2016-01-17 19:00:00,19
1271467,22279,01/19/2016 12:01:00 AM,HOMICIDE,2016,AM,2016-01-19 00:01:00,0
1271470,22281,01/20/2016 08:01:00 PM,HOMICIDE,2016,PM,2016-01-20 20:01:00,20
1271471,22283,01/21/2016 08:08:00 PM,HOMICIDE,2016,PM,2016-01-21 20:08:00,20
1271472,22284,01/21/2016 11:03:00 PM,HOMICIDE,2016,PM,2016-01-21 23:03:00,23
1271473,22285,01/21/2016 11:20:00 PM,HOMICIDE,2016,PM,2016-01-21 23:20:00,23
1271474,22286,01/23/2016 02:19:00 AM,HOMICIDE,2016,AM,2016-01-23 02:19:00,2
1271475,22287,01/23/2016 07:10:00 AM,HOMICIDE,2016,AM,2016-01-23 07:10:00,7
1271476,22288,01/24/2016 09:54:00 AM,HOMICIDE,2016,AM,2016-01-24 09:54:00,9
1271477,22289,01/24/2016 01:10:00 PM,HOMICIDE,2016,PM,2016-01-24 13:10:00,13
1271478,22290,01/25/2016 06:13:00 PM,HOMICIDE,2016,PM,2016-01-25 18:13:00,18
1271479,22291,01/25/2016 02:57:00 PM,HOMICIDE,2016,PM,2016-01-25 14:57:00,14
1271481,22292,01/25/2016 12:13:00 PM,HOMICIDE,2016,PM,2016-01-25 12:13:00,12
1271483,22294,01/25/2016 08:45:00 PM,HOMICIDE,2016,PM,2016-01-25 20:45:00,20
1271504,10496502,04/23/2016 08:00:00 PM,SEX OFFENSE,2016,PM,2016-04-23 20:00:00,20
1271661,22408,04/03/2016 05:39:00 PM,HOMICIDE,2016,PM,2016-04-03 17:39:00,17
1271781,22433,04/23/2016 04:30:00 AM,HOMICIDE,2016,AM,2016-04-23 04:30:00,4
1271782,22434,04/23/2016 09:14:00 PM,HOMICIDE,2016,PM,2016-04-23 21:14:00,21
1271989,10497036,04/24/2016 01:17:00 PM,SEX OFFENSE,2016,PM,2016-04-24 13:17:00,13
1272112,10497282,04/24/2016 09:30:00 AM,SEX OFFENSE,2016,AM,2016-04-24 09:30:00,9
1272262,10497531,04/24/2016 12:00:00 AM,SEX OFFENSE,2016,AM,2016-04-24 00:00:00,0
1272388,22435,04/24/2016 12:48:00 AM,HOMICIDE,2016,AM,2016-04-24 00:48:00,0
1272389,22437,04/24/2016 11:55:00 PM,HOMICIDE,2016,PM,2016-04-24 23:55:00,23
1273034,10498841,04/25/2016 11:50:00 PM,SEX OFFENSE,2016,PM,2016-04-25 23:50:00,23
1273237,22438,04/25/2016 12:33:00 AM,HOMICIDE,2016,AM,2016-04-25 00:33:00,0
1273238,22439,04/25/2016 05:54:00 PM,HOMICIDE,2016,PM,2016-04-25 17:54:00,17
1273389,10499503,04/26/2016 05:20:00 AM,SEX OFFENSE,2016,AM,2016-04-26 05:20:00,5
1273865,22440,04/26/2016 09:47:00 AM,HOMICIDE,2016,AM,2016-04-26 09:47:00,9
1273987,10500805,04/27/2016 08:20:00 AM,SEX OFFENSE,2016,AM,2016-04-27 08:20:00,8
1274249,10501491,04/27/2016 05:00:00 PM,SEX OFFENSE,2016,PM,2016-04-27 17:00:00,17
1274778,22441,04/26/2016 06:02:00 PM,HOMICIDE,2016,PM,2016-04-26 18:02:00,18
1275102,10503053,04/28/2016 04:44:00 PM,SEX OFFENSE,2016,PM,2016-04-28 16:44:00,16
1275186,10503216,04/28/2016 01:00:00 PM,SEX OFFENSE,2016,PM,2016-04-28 13:00:00,13
1275219,10503291,04/28/2016 11:20:00 PM,SEX OFFENSE,2016,PM,2016-04-28 23:20:00,23
1275516,10503834,04/29/2016 07:00:00 AM,SEX OFFENSE,2016,AM,2016-04-29 07:00:00,7
1275788,10504539,04/29/2016 11:10:00 PM,SEX OFFENSE,2016,PM,2016-04-29 23:10:00,23
